train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_X_6,train_X_7,train_X_8,train_X_9,train_X_10,train_X_11,train_Y,C1
0.47510719299316406,0.592523992061615,0.4944792091846466,0.3138517439365387,0.9560918211936951,0.08330223709344864,0.09876348823308945,0.3474661111831665,0.8469153642654419,0.7615082859992981,0.8828067779541016,-39.0,-0.5194912431597702
0.9187631011009216,0.2862500250339508,0.5051088929176331,0.6896172165870667,0.27230095863342285,0.8246564269065857,0.6974778771400452,0.5748164057731628,0.3590169847011566,0.29750150442123413,0.02517954260110855,-39.0,-0.30579527107169896
0.5260750651359558,0.8038745522499084,0.08376138657331467,0.20943625271320343,0.17348617315292358,0.7266839742660522,0.4803294539451599,0.9630219340324402,0.19957450032234192,0.1388264298439026,0.28512150049209595,-37.99725341796875,-0.7372466299771459
0.07898399233818054,0.07474814355373383,0.9166491031646729,0.8332487344741821,0.6137464046478271,0.48547473549842834,0.8171943426132202,0.23968861997127533,0.688242495059967,0.6770188212394714,0.6853034496307373,-39.0,-0.7587811037506261
0.21023868024349213,0.8784206509590149,0.6818870306015015,0.9006596207618713,0.7165848016738892,0.15750639140605927,0.3513347804546356,0.8100937604904175,0.03463667258620262,0.4978320002555847,0.4033699631690979,-39.0,-0.2853562064521069
0.6534215807914734,0.24231180548667908,0.31751662492752075,0.024474523961544037,0.023528169840574265,0.9301406145095825,0.9461123943328857,0.018416356295347214,0.5467840433120728,0.9440127015113831,0.5031578540802002,-39.0,-1.075469113597301
0.7924570441246033,0.728594958782196,0.7713541388511658,0.5130106210708618,0.43691837787628174,0.5274493098258972,0.2277735471725464,0.3792933523654938,0.8868076205253601,0.6173400282859802,0.8056855201721191,-37.10929870605469,-0.45475974399284297
0.3448929786682129,0.3922916650772095,0.2292417585849762,0.38877853751182556,0.869843065738678,0.2550210654735565,0.5685141682624817,0.667205810546875,0.3755214214324951,0.06571610271930695,0.16328158974647522,-38.06230545043945,-0.49724922154227985
0.27437686920166016,0.8253282904624939,0.8673667907714844,0.09812909364700317,0.3675693869590759,0.4237841069698334,0.2991349697113037,0.8380923867225647,0.10022838413715363,0.7318693399429321,0.22867296636104584,-39.0,-0.5343196199279218
0.8307055830955505,0.053234100341796875,0.13213148713111877,0.9757792949676514,0.935286283493042,0.6648403406143188,0.9035856127738953,0.11464834213256836,0.6037508249282837,0.20899882912635803,0.8634030222892761,-39.0,-0.362250790230123
0.5074780892782773,0.4953442998045723,0.9158778724602712,0.9101231813430787,0.3430896759033203,0.44326211214065553,0.5623477907639028,0.02752824596013954,0.5324576468852801,0.429891846130538,0.9501613663271712,-39.0,-0.5673763904249618
0.7806988281262732,0.5781866994818678,0.7048545493847811,0.11547872498631476,0.3309265375137329,0.5027503132820129,0.6204701468790902,0.28861728756135785,0.9150730618106735,0.6617153621862144,0.9135478573463331,-39.0,-0.625683148947529
0.8545976534923326,0.7917648687005787,0.8693853189807619,0.6288401365280152,0.18721287250518798,0.7392086863517762,0.21142813072115416,0.5391832812502546,0.8780055222502348,0.9002357666630324,0.613334384737908,-39.0,-0.3788825006396566
0.6483178748131322,0.8891893402138059,0.9813498758219878,0.7689090967178345,0.05879791676998136,0.878135621547699,0.1443718099255616,0.6338832747344093,0.7176944480271636,0.6132860017741399,0.718208976350678,-38.412662506103516,-0.5831937152099735
0.7877585406481109,0.7463759990881413,0.9374374462859855,0.7858128309249878,0.7598420858383179,0.1332377955317497,0.39973988426349366,0.3458774019868791,0.6805580381224207,0.5568318325383479,0.8831592846479339,-39.0,-0.3247517712481712
0.8903921446739801,0.923008837732209,0.8816777221969311,0.1587110936641693,0.6055134534835815,0.44884926080703735,0.3289730512350218,0.6213860358329172,0.9677843402541342,0.6321611735437103,0.6231547763732237,-35.89293670654297,-0.46617511984550997
0.7947504773672305,0.7353996032443201,0.9588909024502246,0.3527356112215443,0.7624679184781116,0.4225048661231995,0.2969874751736138,0.3871424238720668,0.9311275003856494,0.7374265297833404,0.6761786200067004,-39.0,-0.5373797502623232
0.812459524813782,0.9655816797568357,0.6928291560645657,0.35937748398969904,0.5792579953635595,0.50360666513443,0.3605593245692067,0.2224669001964543,0.9035663717616538,0.9193240022015932,0.3805227259659668,-39.0,-0.42660832165245105
0.6043281517309768,0.9005281670561901,0.9444190933046108,0.1867205952140132,0.9825584106218699,0.07043743729591367,0.38870695932653265,0.7444457303161813,0.724066894095711,0.8581495414177192,0.3543032986008262,-39.0,-0.4384474586672768
0.49311325064946265,0.8961951005886816,0.5187585896258147,0.16750890038922356,0.4189939566479005,0.21882277727127075,0.5532626533051795,0.8079285669781274,0.9173377132558618,0.6567958868445849,0.6354197516322847,-39.0,-0.5604660906293145
